respondent_id,credential_motivation,motivation_type,community_feature_appeal,subscription_wtp,subscription_wtp_numeric,artbox_wtp,artbox_wtp_numeric,purchase_style,session_format_preference,preferred_session_duration,tech_comfort_score_s2,concept_nps_score,top_valued_feature,gifting_intent,open_conversion_requirement,referral_propensity,subscription_intent_label
AURA_0956,Not_Motivated,Status_Signal,Neutral,199_349,274,799_1199,999,Impulse,Guided_Freestyle,60_min,5,10,Indian_Art_Content,Maybe,The AI coaching should feel like a real teacher,Maybe,Subscribe_Immediately
AURA_0726,Strong_Yes,Wellness,Yes_Strongly,199_349,274,799_1199,999,Social_Proof,Guided_Freestyle,20_min,4,8,Indian_Art_Content,No,"I want to learn Madhubani properly, not just doodle",Definitely,Subscribe_Immediately
AURA_1868,Strong_Yes,Wellness,Yes_Strongly,Below_99,60,Below_299,199,Impulse,Guided_Freestyle,60_min,4,10,Supply_Quality,No,Location in Phoenix Mall Wakad would be perfect,Definitely,Not_Interested_Sub
AURA_0770,Not_Motivated,Wellness,Neutral,99_199,149,299_499,399,Impulse,Meditative,45_min,2,7,Pod_Aesthetics,Maybe,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_1977,Moderate,Wellness,No,99_199,149,299_499,399,Social_Proof,Guided_Stepwise,60_min,4,7,Pod_Aesthetics,Maybe,Need to support Hindi language tutorials,Maybe,Not_Interested_Sub
AURA_0838,Strong_Yes,Social_Content,No,199_349,274,299_499,399,Offer_Driven,Challenge_Mode,90_min,4,9,Skill_Progress,Maybe,I'd love a date night version with my partner,Maybe,Subscribe_Immediately
AURA_0139,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,349_499,424,499_799,649,Offer_Driven,Challenge_Mode,60_min,3,8,AI_Coaching,Maybe,Would love a monthly challenge or competition,Definitely,Try_Free_Trial
AURA_1259,Strong_Yes,Quality_Time,Neutral,99_199,149,799_1199,999,Social_Proof,Guided_Freestyle,45_min,5,10,Indian_Art_Content,Probably,"The pod should feel like a premium spa, not a DIY store",Maybe,Subscribe_Immediately
AURA_0152,Moderate,Quality_Time,No,No_Subscription,0,499_799,649,Impulse,Meditative,90_min,5,10,Supply_Quality,Probably,Would love a monthly challenge or competition,Probably,Try_Free_Trial
AURA_1015,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,99_199,149,799_1199,999,Planned,Guided_Stepwise,60_min,3,7,AI_Coaching,Definitely,Kids mode is a must for my family visits,Maybe,Pay_Per_Session
AURA_1571,Moderate,Intrinsic_Skill,Yes_Somewhat,99_199,149,499_799,649,Social_Proof,Guided_Freestyle,20_min,5,8,Supply_Quality,No,Integration with Instagram for direct sharing would be amazing,Maybe,Not_Interested_Sub
AURA_1093,Moderate,Social_Content,Yes_Strongly,No_Subscription,0,499_799,649,Impulse,Guided_Stepwise,60_min,4,9,Supply_Quality,,Would love a monthly challenge or competition,No,Pay_Per_Session
AURA_1173,Moderate,Intrinsic_Skill,Neutral,No_Subscription,0,499_799,649,Social_Proof,Guided_Stepwise,90_min,4,9,,Definitely,The AI coaching should feel like a real teacher,Definitely,Not_Interested_Sub
AURA_1357,Strong_Yes,Intrinsic_Skill,No,349_499,424,299_499,399,Impulse,Guided_Stepwise,60_min,2,9,Supply_Quality,No,Integration with Instagram for direct sharing would be amazing,Probably,Subscribe_Immediately
AURA_0421,Moderate,Quality_Time,Yes_Somewhat,99_199,149,Below_299,199,Impulse,Challenge_Mode,20_min,4,9,AI_Coaching,Probably,Would love a monthly challenge or competition,Definitely,Pay_Per_Session
AURA_1121,Moderate,Wellness,Yes_Somewhat,99_199,149,299_499,399,Planned,Challenge_Mode,60_min,3,8,Supply_Quality,,Need to support Hindi language tutorials,Probably,Pay_Per_Session
AURA_1669,Strong_Yes,Status_Signal,Yes_Strongly,Above_499,599,No_Box,0,Impulse,Meditative,60_min,5,8,AI_Coaching,Probably,Need to support Hindi language tutorials,Probably,Try_Free_Trial
AURA_0377,Moderate,Social_Content,Yes_Strongly,99_199,149,299_499,399,Planned,Meditative,90_min,4,8,AI_Coaching,Definitely,Integration with Instagram for direct sharing would be amazing,Definitely,Not_Interested_Sub
AURA_1075,Moderate,Wellness,Yes_Somewhat,349_499,424,799_1199,999,Social_Proof,Challenge_Mode,60_min,3,10,Skill_Progress,Definitely,Kids mode is a must for my family visits,Probably,Try_Free_Trial
AURA_0742,Moderate,Wellness,Neutral,99_199,149,No_Box,0,Impulse,Guided_Stepwise,45_min,3,8,Pod_Aesthetics,Definitely,I'd love a date night version with my partner,Maybe,Try_Free_Trial
AURA_1098,Strong_Yes,Wellness,Yes_Strongly,99_199,149,Below_299,199,Impulse,Guided_Freestyle,90_min,5,9,Indian_Art_Content,No,Integration with Instagram for direct sharing would be amazing,Probably,Not_Interested_Sub
AURA_1438,LinkedIn_Only,Wellness,Yes_Somewhat,199_349,274,No_Box,0,Offer_Driven,Guided_Freestyle,45_min,3,10,Community_Gallery,Probably,Corporate team building package must have good group pricing,Probably,Subscribe_Immediately
AURA_0343,LinkedIn_Only,Social_Content,Yes_Strongly,Above_499,599,499_799,649,Social_Proof,Challenge_Mode,60_min,4,10,Supply_Quality,Maybe,Good quality brushes and paints — not cheap materials,Probably,Try_Free_Trial
AURA_1384,LinkedIn_Only,Social_Content,Yes_Strongly,99_199,149,,649,Planned,Guided_Freestyle,20_min,4,8,Supply_Quality,Probably,"The pod should feel like a premium spa, not a DIY store",Definitely,Try_Free_Trial
AURA_1367,Moderate,Quality_Time,Yes_Strongly,349_499,424,799_1199,999,Planned,Guided_Stepwise,20_min,2,8,Pod_Aesthetics,Probably,I want to see my progress visually tracked over time,Maybe,Pay_Per_Session
AURA_1805,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,349_499,424,Below_299,199,Social_Proof,Challenge_Mode,90_min,4,8,,Maybe,Location in Phoenix Mall Wakad would be perfect,Maybe,Try_Free_Trial
AURA_1313,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,99_199,149,Below_299,199,Offer_Driven,Guided_Freestyle,20_min,4,9,AI_Coaching,No,Kids mode is a must for my family visits,Maybe,Try_Free_Trial
AURA_0542,Strong_Yes,Wellness,Yes_Somewhat,199_349,274,499_799,649,Offer_Driven,Challenge_Mode,45_min,2,9,Pod_Aesthetics,,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_1249,Not_Motivated,Quality_Time,Neutral,199_349,274,499_799,649,Impulse,Guided_Freestyle,60_min,4,9,Indian_Art_Content,Probably,The artwork should be worth showing — printable quality,Probably,Subscribe_Immediately
AURA_1342,Moderate,Status_Signal,Neutral,99_199,149,799_1199,999,Social_Proof,Guided_Stepwise,60_min,4,7,Supply_Quality,Probably,Location in Phoenix Mall Wakad would be perfect,Probably,Not_Interested_Sub
AURA_0007,Strong_Yes,Intrinsic_Skill,No,199_349,274,499_799,649,Offer_Driven,Guided_Stepwise,20_min,4,8,Pod_Aesthetics,Probably,"The pod should feel like a premium spa, not a DIY store",Probably,Subscribe_Immediately
AURA_1504,Not_Motivated,Wellness,Yes_Somewhat,Above_499,599,799_1199,999,Planned,Challenge_Mode,45_min,4,9,,Probably,"The pod should feel like a premium spa, not a DIY store",Maybe,Try_Free_Trial
AURA_0001,LinkedIn_Only,Social_Content,No,349_499,424,299_499,399,Impulse,Guided_Freestyle,60_min,2,8,Indian_Art_Content,Probably,I want to see my progress visually tracked over time,No,Subscribe_Immediately
AURA_1352,Strong_Yes,Intrinsic_Skill,Yes_Strongly,99_199,149,Below_299,199,Offer_Driven,Meditative,20_min,3,10,Pod_Aesthetics,Probably,Corporate team building package must have good group pricing,Probably,Pay_Per_Session
AURA_0917,LinkedIn_Only,Quality_Time,Yes_Strongly,349_499,424,Below_299,199,Social_Proof,Guided_Freestyle,45_min,5,9,Pod_Aesthetics,Maybe,The AI coaching should feel like a real teacher,Probably,Pay_Per_Session
AURA_1613,Moderate,Wellness,No,Above_499,599,Below_299,199,Social_Proof,Challenge_Mode,90_min,3,8,,Definitely,Integration with Instagram for direct sharing would be amazing,Definitely,Try_Free_Trial
AURA_1316,Strong_Yes,Status_Signal,No,349_499,424,499_799,649,Planned,Meditative,90_min,4,9,AI_Coaching,Probably,The AI coaching should feel like a real teacher,Probably,Try_Free_Trial
AURA_1919,Strong_Yes,Intrinsic_Skill,No,99_199,149,299_499,399,Planned,Guided_Stepwise,45_min,5,10,Pod_Aesthetics,No,I'd love a date night version with my partner,Definitely,Try_Free_Trial
AURA_1078,LinkedIn_Only,Social_Content,Yes_Strongly,199_349,274,299_499,399,Offer_Driven,Meditative,60_min,5,9,,Maybe,The artwork should be worth showing — printable quality,Maybe,Pay_Per_Session
AURA_1436,Strong_Yes,Social_Content,Yes_Somewhat,349_499,424,299_499,399,Planned,Guided_Stepwise,45_min,2,10,Indian_Art_Content,Probably,Corporate team building package must have good group pricing,Maybe,Subscribe_Immediately
AURA_0699,Not_Motivated,Intrinsic_Skill,Yes_Strongly,No_Subscription,0,299_499,399,Planned,Guided_Stepwise,20_min,4,9,Skill_Progress,Definitely,Location in Phoenix Mall Wakad would be perfect,Probably,Not_Interested_Sub
AURA_1570,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,Above_499,599,299_499,399,Social_Proof,Guided_Stepwise,45_min,5,9,Supply_Quality,No,I want to see my progress visually tracked over time,Probably,Pay_Per_Session
AURA_0104,Strong_Yes,Wellness,Neutral,199_349,274,499_799,649,Planned,Guided_Freestyle,60_min,3,9,Community_Gallery,Maybe,Kids mode is a must for my family visits,Maybe,Subscribe_Immediately
AURA_1257,Not_Motivated,Intrinsic_Skill,Neutral,99_199,149,299_499,399,Offer_Driven,Challenge_Mode,45_min,3,10,Community_Gallery,Probably,Price must be under 500 for me to try it first,Maybe,Try_Free_Trial
AURA_0284,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,99_199,149,799_1199,999,Offer_Driven,Guided_Freestyle,60_min,5,9,Community_Gallery,Maybe,Good quality brushes and paints — not cheap materials,Probably,Try_Free_Trial
AURA_1612,Moderate,Social_Content,Yes_Somewhat,Below_99,60,499_799,649,Planned,Guided_Stepwise,90_min,3,7,Indian_Art_Content,Maybe,"The pod should feel like a premium spa, not a DIY store",Maybe,Pay_Per_Session
AURA_1300,Strong_Yes,Wellness,Yes_Strongly,99_199,149,No_Box,0,Planned,Guided_Stepwise,60_min,3,9,Indian_Art_Content,Definitely,Need to support Hindi language tutorials,Maybe,Try_Free_Trial
AURA_0860,Strong_Yes,Wellness,Yes_Strongly,Above_499,599,499_799,649,Social_Proof,Guided_Stepwise,20_min,5,8,Indian_Art_Content,Maybe,Good quality brushes and paints — not cheap materials,Definitely,Pay_Per_Session
AURA_0427,LinkedIn_Only,Quality_Time,No,Above_499,599,299_499,399,Planned,Guided_Stepwise,60_min,1,9,AI_Coaching,Maybe,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_1340,LinkedIn_Only,Quality_Time,Yes_Strongly,99_199,149,499_799,649,Offer_Driven,Challenge_Mode,45_min,5,7,Indian_Art_Content,,Need to support Hindi language tutorials,Maybe,Try_Free_Trial
AURA_0557,Moderate,Social_Content,Yes_Somewhat,Below_99,60,299_499,399,Impulse,Guided_Freestyle,60_min,4,8,Supply_Quality,No,I'd love a date night version with my partner,Maybe,Try_Free_Trial
AURA_1392,Moderate,Intrinsic_Skill,Yes_Somewhat,No_Subscription,0,499_799,649,Impulse,Guided_Freestyle,90_min,4,9,Supply_Quality,Maybe,Would love a monthly challenge or competition,No,Pay_Per_Session
AURA_1079,Moderate,Status_Signal,Yes_Somewhat,199_349,274,299_499,399,Social_Proof,Meditative,60_min,4,10,Community_Gallery,Probably,Corporate team building package must have good group pricing,Probably,Pay_Per_Session
AURA_0391,Moderate,Quality_Time,Yes_Somewhat,No_Subscription,0,Below_299,199,Planned,Guided_Freestyle,20_min,3,7,Community_Gallery,Probably,"I want to learn Madhubani properly, not just doodle",Definitely,Pay_Per_Session
AURA_1938,Moderate,Social_Content,Yes_Somewhat,349_499,424,Below_299,199,Planned,Guided_Freestyle,60_min,3,9,Community_Gallery,Probably,I want to see my progress visually tracked over time,Probably,Subscribe_Immediately
AURA_1055,Moderate,Social_Content,Yes_Somewhat,Below_99,60,499_799,649,Social_Proof,Guided_Freestyle,60_min,4,10,Pod_Aesthetics,Maybe,Corporate team building package must have good group pricing,Definitely,Pay_Per_Session
AURA_1094,Not_Motivated,Intrinsic_Skill,No,Above_499,599,499_799,649,Planned,Guided_Stepwise,20_min,4,10,AI_Coaching,Probably,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_1225,LinkedIn_Only,Status_Signal,Neutral,Below_99,60,299_499,399,Planned,Challenge_Mode,90_min,5,9,Indian_Art_Content,Maybe,Clean and hygienic environment is non-negotiable,Probably,Pay_Per_Session
AURA_1229,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,60_min,3,8,Pod_Aesthetics,Probably,"I want to learn Madhubani properly, not just doodle",Maybe,Try_Free_Trial
AURA_0067,LinkedIn_Only,Quality_Time,Neutral,199_349,274,299_499,399,Impulse,Guided_Stepwise,60_min,4,7,Pod_Aesthetics,Probably,I'd love a date night version with my partner,No,Try_Free_Trial
AURA_1691,Strong_Yes,Quality_Time,Yes_Somewhat,199_349,274,499_799,649,Impulse,Meditative,90_min,4,10,Pod_Aesthetics,Probably,Need to support Hindi language tutorials,Maybe,Try_Free_Trial
AURA_0076,Not_Motivated,Intrinsic_Skill,Yes_Strongly,199_349,274,No_Box,0,Impulse,Challenge_Mode,60_min,3,8,Supply_Quality,No,Location in Phoenix Mall Wakad would be perfect,Definitely,Try_Free_Trial
AURA_0404,Strong_Yes,Social_Content,Neutral,349_499,424,299_499,399,Offer_Driven,Meditative,60_min,3,7,,Maybe,I want to see my progress visually tracked over time,Probably,Try_Free_Trial
AURA_0005,Moderate,Wellness,Yes_Somewhat,199_349,274,Below_299,199,Offer_Driven,Guided_Freestyle,45_min,5,8,Pod_Aesthetics,Probably,Kids mode is a must for my family visits,Maybe,Subscribe_Immediately
AURA_0740,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,Above_499,599,No_Box,0,Social_Proof,Guided_Freestyle,60_min,3,9,AI_Coaching,Definitely,"I want to learn Madhubani properly, not just doodle",Definitely,Subscribe_Immediately
AURA_1946,Moderate,Intrinsic_Skill,Yes_Strongly,199_349,274,499_799,649,Offer_Driven,Challenge_Mode,60_min,4,10,Pod_Aesthetics,Probably,I'd love a date night version with my partner,Probably,Subscribe_Immediately
AURA_1495,Moderate,Wellness,No,Above_499,599,499_799,649,Offer_Driven,Guided_Stepwise,60_min,4,9,Pod_Aesthetics,Maybe,I want to see my progress visually tracked over time,Definitely,Pay_Per_Session
AURA_1810,Strong_Yes,Intrinsic_Skill,Yes_Strongly,349_499,424,299_499,399,Social_Proof,Guided_Freestyle,60_min,5,8,Supply_Quality,Probably,"The pod should feel like a premium spa, not a DIY store",Probably,Subscribe_Immediately
AURA_0901,Moderate,Wellness,No,Below_99,60,No_Box,0,Offer_Driven,Guided_Stepwise,90_min,4,9,Pod_Aesthetics,Maybe,Would love a monthly challenge or competition,Maybe,Pay_Per_Session
AURA_0002,Moderate,Intrinsic_Skill,No,Above_499,599,499_799,649,Offer_Driven,Challenge_Mode,45_min,3,10,Supply_Quality,Probably,Need to support Hindi language tutorials,Definitely,Pay_Per_Session
AURA_1475,Strong_Yes,Quality_Time,Yes_Strongly,Above_499,599,299_499,399,Offer_Driven,Meditative,90_min,4,9,AI_Coaching,Probably,"I want to learn Madhubani properly, not just doodle",No,Subscribe_Immediately
AURA_1132,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,199_349,274,299_499,399,Social_Proof,Guided_Stepwise,45_min,4,8,Indian_Art_Content,Probably,Corporate team building package must have good group pricing,Definitely,Try_Free_Trial
AURA_0702,Moderate,Intrinsic_Skill,Neutral,No_Subscription,0,799_1199,999,Offer_Driven,Meditative,60_min,4,7,AI_Coaching,Probably,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_0676,Strong_Yes,Wellness,Yes_Somewhat,349_499,424,299_499,399,Offer_Driven,Guided_Stepwise,90_min,2,7,Skill_Progress,Probably,"The pod should feel like a premium spa, not a DIY store",Probably,Subscribe_Immediately
AURA_0861,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,199_349,274,Below_299,199,Social_Proof,Meditative,45_min,5,9,Supply_Quality,Probably,I want to see my progress visually tracked over time,Probably,Try_Free_Trial
AURA_0260,Moderate,Wellness,Neutral,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,90_min,3,10,Supply_Quality,Maybe,Corporate team building package must have good group pricing,Probably,Subscribe_Immediately
AURA_0307,Strong_Yes,Intrinsic_Skill,No,349_499,424,No_Box,0,Planned,Guided_Stepwise,90_min,4,9,Pod_Aesthetics,Probably,Need to support Hindi language tutorials,Maybe,Subscribe_Immediately
AURA_1332,Not_Motivated,Intrinsic_Skill,Neutral,199_349,274,799_1199,999,Social_Proof,Challenge_Mode,20_min,2,8,Supply_Quality,No,I'd love a date night version with my partner,Probably,Subscribe_Immediately
AURA_0813,Not_Motivated,Intrinsic_Skill,,Above_499,599,799_1199,999,Offer_Driven,Guided_Freestyle,60_min,3,8,AI_Coaching,Maybe,Need to support Hindi language tutorials,Maybe,Pay_Per_Session
AURA_1769,Not_Motivated,Quality_Time,Yes_Strongly,Above_499,599,499_799,649,Impulse,Guided_Freestyle,90_min,4,8,Skill_Progress,No,The AI coaching should feel like a real teacher,Definitely,Try_Free_Trial
AURA_0118,Strong_Yes,Wellness,Yes_Strongly,349_499,424,499_799,649,Impulse,Meditative,45_min,3,8,Supply_Quality,Maybe,Location in Phoenix Mall Wakad would be perfect,Probably,Subscribe_Immediately
AURA_0823,LinkedIn_Only,Social_Content,Neutral,Below_99,60,499_799,649,Offer_Driven,Guided_Stepwise,60_min,4,9,Pod_Aesthetics,Probably,Good quality brushes and paints — not cheap materials,Probably,Try_Free_Trial
AURA_0616,Moderate,Intrinsic_Skill,Yes_Strongly,349_499,424,299_499,399,Planned,Guided_Freestyle,60_min,4,10,AI_Coaching,Maybe,"The pod should feel like a premium spa, not a DIY store",Probably,Subscribe_Immediately
AURA_1683,Strong_Yes,Quality_Time,Yes_Strongly,Below_99,60,299_499,399,Offer_Driven,Guided_Freestyle,20_min,5,10,Pod_Aesthetics,,Integration with Instagram for direct sharing would be amazing,Maybe,Not_Interested_Sub
AURA_1801,Not_Motivated,Status_Signal,Yes_Somewhat,349_499,424,299_499,399,Offer_Driven,Guided_Freestyle,45_min,3,8,AI_Coaching,Definitely,The AI coaching should feel like a real teacher,Probably,Subscribe_Immediately
AURA_1304,Strong_Yes,Wellness,Neutral,No_Subscription,0,499_799,649,Offer_Driven,Guided_Freestyle,90_min,4,8,AI_Coaching,,Would love a monthly challenge or competition,Probably,Try_Free_Trial
AURA_1141,Moderate,Intrinsic_Skill,Neutral,Below_99,60,299_499,399,Social_Proof,Guided_Freestyle,90_min,2,8,Indian_Art_Content,Maybe,"I want to learn Madhubani properly, not just doodle",Probably,Pay_Per_Session
AURA_1966,LinkedIn_Only,Social_Content,Yes_Somewhat,349_499,424,799_1199,999,Impulse,Guided_Stepwise,60_min,4,8,Supply_Quality,No,Clean and hygienic environment is non-negotiable,Probably,Subscribe_Immediately
AURA_0292,Moderate,Wellness,No,99_199,149,499_799,649,Social_Proof,Guided_Stepwise,60_min,4,8,AI_Coaching,Maybe,Integration with Instagram for direct sharing would be amazing,Definitely,Pay_Per_Session
AURA_0834,Moderate,Status_Signal,Neutral,349_499,424,799_1199,999,Planned,Meditative,90_min,4,9,Supply_Quality,Maybe,Kids mode is a must for my family visits,Probably,Subscribe_Immediately
AURA_0214,Moderate,Social_Content,Yes_Somewhat,99_199,149,No_Box,0,Impulse,Meditative,60_min,5,9,Supply_Quality,Maybe,"I want to learn Madhubani properly, not just doodle",Maybe,Pay_Per_Session
AURA_0393,Moderate,Quality_Time,No,No_Subscription,0,799_1199,999,Social_Proof,Guided_Stepwise,20_min,3,8,Indian_Art_Content,Probably,Location in Phoenix Mall Wakad would be perfect,Probably,Not_Interested_Sub
AURA_0410,Strong_Yes,Wellness,Neutral,199_349,274,Below_299,199,Offer_Driven,Challenge_Mode,90_min,5,7,Pod_Aesthetics,Probably,Would love a monthly challenge or competition,Definitely,Try_Free_Trial
AURA_0703,Moderate,Intrinsic_Skill,Yes_Strongly,199_349,274,299_499,399,Impulse,Meditative,90_min,5,9,AI_Coaching,Probably,I'd love a date night version with my partner,Definitely,Try_Free_Trial
